"id","link","is_used"
"2647","https://www.amazon.de/flintronic-Pupillenleuchte-Diagnostikleuchte-Krankenschwester-Pupillenmessger%C3%A4t/dp/B0BVB4146F/ref=dp-upsell-widget_sccl_4_2/262-4336584-4094515?pd_rd_w=1cFd4&content-id=amzn1.sym.da6a3555-3917-42ee-92a6-9f4fea00ae66&pf_rd_p=da6a3555-3917-42ee-92a6-9f4fea00ae66&pf_rd_r=4GPDVS9FQ9P17YF20RKM&pd_rd_wg=Bw3Y1&pd_rd_r=364969cc-834e-47e5-bfba-83e78ec7b969&pd_rd_i=B0BVB4146F&psc=1","1"
"2648","https://www.amazon.de/Neurologischer-neurologischer-diagnostischer-Percussion-Muskel-Reflexhammer-Gesundheitsversorgung/dp/B0BG82YBTQ/ref=dp-upsell-widget_sccl_4_3/262-4336584-4094515?pd_rd_w=1cFd4&content-id=amzn1.sym.da6a3555-3917-42ee-92a6-9f4fea00ae66&pf_rd_p=da6a3555-3917-42ee-92a6-9f4fea00ae66&pf_rd_r=4GPDVS9FQ9P17YF20RKM&pd_rd_wg=Bw3Y1&pd_rd_r=364969cc-834e-47e5-bfba-83e78ec7b969&pd_rd_i=B0BG82YBTQ&psc=1","1"
"2649","https://www.amazon.de/Catelves-Physiotherapie-Medizinischer-Transparenter-Sporttherapie/dp/B0B5LCLYR7/ref=pd_rhf_dp_s_pd_crcd_sccl_1_1/262-4336584-4094515?pd_rd_w=Mi6U4&content-id=amzn1.sym.d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_p=d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_r=FWD821DKWT89ZP8M60E8&pd_rd_wg=kyADn&pd_rd_r=279bf066-e337-4019-815c-dbe697c99720&pd_rd_i=B0B5LCLYR7&psc=1","1"
"2650","https://www.amazon.de/Licht-Pupillenlicht-flintronic-Diagnostikleuchte-Pupillenleuchte-Wiederverwendbare/dp/B0CFKZTHKQ/ref=pd_rhf_dp_s_pd_crcd_sccl_1_2/262-4336584-4094515?pd_rd_w=Mi6U4&content-id=amzn1.sym.d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_p=d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_r=FWD821DKWT89ZP8M60E8&pd_rd_wg=kyADn&pd_rd_r=279bf066-e337-4019-815c-dbe697c99720&pd_rd_i=B0CFKZTHKQ&psc=1","1"
"2651","https://www.amazon.de/Innotech-Instruments-neurologischer-Reflexhammer-Schwarz/dp/B097TVRXLC/ref=pd_rhf_dp_s_pd_crcd_sccl_1_3/262-4336584-4094515?pd_rd_w=Mi6U4&content-id=amzn1.sym.d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_p=d36cdb68-efc9-4a4e-bcda-d349636a649b&pf_rd_r=FWD821DKWT89ZP8M60E8&pd_rd_wg=kyADn&pd_rd_r=279bf066-e337-4019-815c-dbe697c99720&pd_rd_i=B097TVRXLC&psc=1","1"
"2652","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozNDczMzQ3NjYxMzM2Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsOjIwMDAzOTQ3ODE1NzQyOjo6Og&url=%2Fdp%2FB0012NI68M%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1%26pd_rd_i%3DB0012NI68M%26pd_rd_w%3D05QDs%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","1"
"2653","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozNDczMzQ3NjYxMzM2Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsOjIwMDc4NTY3OTY5NDAxOjo6Og&url=%2Fdp%2FB097TWY1YM%2Fref%3Dsspa_dk_detail_1%3Fpsc%3D1%26pd_rd_i%3DB097TWY1YM%26pd_rd_w%3D05QDs%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","1"
"2654","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozNDczMzQ3NjYxMzM2Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsOjIwMDc4NTc3Njk5NDAxOjo6Og&url=%2Fdp%2FB097TVRXLC%2Fref%3Dsspa_dk_detail_2%3Fpsc%3D1%26pd_rd_i%3DB097TVRXLC%26pd_rd_w%3D05QDs%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","1"
"2655","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo3MDAyNDY1NjI4NDA4Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsMjoyMDAwMzk0NzgxNTc0Mjo6Ojo&url=%2Fdp%2FB0012NI68M%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1%26pd_rd_i%3DB0012NI68M%26pd_rd_w%3DaATIW%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","1"
"2656","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo3MDAyNDY1NjI4NDA4Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsMjoyMDA3ODU2Nzk2OTQwMTo6Ojo&url=%2Fdp%2FB097TWY1YM%2Fref%3Dsspa_dk_detail_1%3Fpsc%3D1%26pd_rd_i%3DB097TWY1YM%26pd_rd_w%3DaATIW%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","1"
"2657","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo3MDAyNDY1NjI4NDA4Njc0OjE2OTkyNDk0NjQ6c3BfZGV0YWlsMjoyMDA3ODU3NzY5OTQwMTo6Ojo&url=%2Fdp%2FB097TVRXLC%2Fref%3Dsspa_dk_detail_2%3Fpsc%3D1%26pd_rd_i%3DB097TVRXLC%26pd_rd_w%3DaATIW%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3D4J92FQQNBMHCDH7WH8P4%26pd_rd_wg%3D5nvjO%26pd_rd_r%3D03c8deaa-6208-4cfb-8014-ff1d0d3f72fc%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","1"
"2658","https://aax-eu.amazon.de/x/c/RAv4rbmZCBHkOxUBws886bsAAAGLoykp9AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCkm1kk/https://amazon.de/stores/MDFInstruments/page/A8FAF554-81B6-4059-978E-E1A37957D65B?ref_=ast_bln","1"
"2659","https://aax-eu.amazon.de/x/c/RHvMB1JEO2bvmlSBcHFuIEAAAAGLoykp9AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDUt6ej/https://amazon.de/stores/D-HEART/page/80808B66-899D-4FA5-8BB3-F1DEF631C9A9?ref_=ast_bln","0"
"2660","https://aax-eu.amazon.de/x/c/RNYmGVIHK1L4JggvZ1DGpvcAAAGLoykp9AMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICD2OHok/https://amazon.de/Scopepal/b?ie=UTF8&node=86739811031&field-lbr_brands_browse-bin=Scopepal","0"
"2661","https://www.amazon.de/Diagnostikleuchte-RISEMART-Wiederverwendbare-Pupillenleuchte-Krankenschwestern/dp/B07M5WL973/ref=pd_vtp_sccl_4_1/262-4336584-4094515?pd_rd_w=fcv59&content-id=amzn1.sym.3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_p=3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B07M5WL973&psc=1","0"
"2662","https://www.amazon.de/Littmann-5633-Classic-Stethoskop-Perlmutt/dp/B001HRMJ54/ref=pd_vtp_sccl_4_2/262-4336584-4094515?pd_rd_w=fcv59&content-id=amzn1.sym.3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_p=3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B001HRMJ54&psc=1","0"
"2663","https://www.amazon.de/Reflexhammer-nach-Tr%C3%B6mner-Black-Edition/dp/B017KRBX88/ref=pd_vtp_sccl_4_3/262-4336584-4094515?pd_rd_w=fcv59&content-id=amzn1.sym.3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_p=3352dd31-1dbe-4f0d-b9cd-45095c0938db&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B017KRBX88&psc=1","0"
"2664","https://www.amazon.de/Diagnostikleuchte-RISEMART-Wiederverwendbare-Pupillenleuchte-Krankenschwestern/dp/B07M5WL973/ref=pd_sbs_sccl_3_1/262-4336584-4094515?pd_rd_w=1pGUP&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B07M5WL973&psc=1","0"
"2665","https://www.amazon.de/Reflexhammer-nach-Tr%C3%B6mner-Black-Edition/dp/B017KRBX88/ref=pd_sbs_sccl_3_2/262-4336584-4094515?pd_rd_w=1pGUP&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B017KRBX88&psc=1","0"
"2666","https://www.amazon.de/Innotech-Instruments-neurologischer-Reflexhammer-Schwarz/dp/B097TVRXLC/ref=pd_sbs_sccl_3_3/262-4336584-4094515?pd_rd_w=1pGUP&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=4J92FQQNBMHCDH7WH8P4&pd_rd_wg=5nvjO&pd_rd_r=03c8deaa-6208-4cfb-8014-ff1d0d3f72fc&pd_rd_i=B097TVRXLC&psc=1","0"
"2667","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo4NjQ4NDIzNTAwMTY5Njc0OjE2OTkyNDk2MDU6c3BfZGV0YWlsOjIwMDc4NTY3OTY5NDAxOjo6Og&url=%2Fdp%2FB097TWY1YM%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1%26pd_rd_i%3DB097TWY1YM%26pd_rd_w%3D2PR5R%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","0"
"2668","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo4NjQ4NDIzNTAwMTY5Njc0OjE2OTkyNDk2MDU6c3BfZGV0YWlsOjIwMDAzOTQ3ODE1NzQyOjo6Og&url=%2Fdp%2FB0012NI68M%2Fref%3Dsspa_dk_detail_1%3Fpsc%3D1%26pd_rd_i%3DB0012NI68M%26pd_rd_w%3D2PR5R%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","0"
"2669","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTo4NjQ4NDIzNTAwMTY5Njc0OjE2OTkyNDk2MDU6c3BfZGV0YWlsOjMwMDA4MzU4NzczMjEzMjo6Ojo&url=%2Fdp%2FB0CDP44BNC%2Fref%3Dsspa_dk_detail_2%3Fpsc%3D1%26pd_rd_i%3DB0CDP44BNC%26pd_rd_w%3D2PR5R%26content-id%3Damzn1.sym.ae2317a0-2175-4285-af64-66539858231f%26pf_rd_p%3Dae2317a0-2175-4285-af64-66539858231f%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWw","0"
"2670","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozMjE1MTI0MTExOTY2NzQ6MTY5OTI0OTYwNTpzcF9kZXRhaWwyOjIwMDc4NTY3OTY5NDAxOjo6Og&url=%2Fdp%2FB097TWY1YM%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1%26pd_rd_i%3DB097TWY1YM%26pd_rd_w%3DafAvE%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","0"
"2671","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozMjE1MTI0MTExOTY2NzQ6MTY5OTI0OTYwNTpzcF9kZXRhaWwyOjIwMDAzOTQ3ODE1NzQyOjo6Og&url=%2Fdp%2FB0012NI68M%2Fref%3Dsspa_dk_detail_1%3Fpsc%3D1%26pd_rd_i%3DB0012NI68M%26pd_rd_w%3DafAvE%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","0"
"2672","https://www.amazon.de/sspa/click?ie=UTF8&spc=MTozMjE1MTI0MTExOTY2NzQ6MTY5OTI0OTYwNTpzcF9kZXRhaWwyOjMwMDA4MzU4NzczMjEzMjo6Ojo&url=%2Fdp%2FB0CDP44BNC%2Fref%3Dsspa_dk_detail_2%3Fpsc%3D1%26pd_rd_i%3DB0CDP44BNC%26pd_rd_w%3DafAvE%26content-id%3Damzn1.sym.253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_p%3D253e17e0-2d18-40b0-a06d-d45df1ec6e48%26pf_rd_r%3DJFNHSMG4YZTCMN7MK6DQ%26pd_rd_wg%3Dofydo%26pd_rd_r%3Dd7f6b347-037e-4e46-b4c5-f2f2aeda2e36%26s%3Dindustrial%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9kZXRhaWwy","0"
"2673","https://aax-eu.amazon.de/x/c/RKvODs8SYsdZV6ctew9VTZsAAAGLoytSwAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCwt62J/https://amazon.de/Scopepal/b?ie=UTF8&node=86739811031&field-lbr_brands_browse-bin=Scopepal","0"
"2674","https://aax-eu.amazon.de/x/c/RFFyp3h27NwdJsAlq4Euy5kAAAGLoytSwAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBy6D1K/https://amazon.de/stores/OrthoMechanik/page/E386995F-B40C-4A75-ADD8-29977C77742B?ref_=ast_bln","0"
"2675","https://aax-eu.amazon.de/x/c/RKBRbqF7ZsNckipOE_tJ24sAAAGLoytSwAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDlTQ9u/https://amazon.de/ARTZT-neuro/b?ie=UTF8&node=85387824031&field-lbr_brands_browse-bin=ARTZT+neuro","0"
"2676","https://www.amazon.de/Innotech-Instruments-neurologischer-Reflexhammer-Oberfl%C3%A4chenreaktionen/dp/B0B46NG94B/ref=pd_sbs_sccl_4_1/262-4336584-4094515?pd_rd_w=LNwxQ&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=JFNHSMG4YZTCMN7MK6DQ&pd_rd_wg=ofydo&pd_rd_r=d7f6b347-037e-4e46-b4c5-f2f2aeda2e36&pd_rd_i=B0B46NG94B&psc=1","0"
"2677","https://www.amazon.de/GIMA-31251-Neurologischer-Reflexhammer-Classic/dp/B00ISRQTLG/ref=pd_sbs_sccl_4_2/262-4336584-4094515?pd_rd_w=LNwxQ&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=JFNHSMG4YZTCMN7MK6DQ&pd_rd_wg=ofydo&pd_rd_r=d7f6b347-037e-4e46-b4c5-f2f2aeda2e36&pd_rd_i=B00ISRQTLG&psc=1","0"
"2678","https://www.amazon.de/MDF-neurologischer-Reflexhammer-Oberfl%C3%A4chenreaktionen-Gratis-Parts/dp/B0012NI68M/ref=pd_sbs_sccl_4_3/262-4336584-4094515?pd_rd_w=LNwxQ&content-id=amzn1.sym.6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_p=6c0521be-6c2b-450c-bb72-af8082730381&pf_rd_r=JFNHSMG4YZTCMN7MK6DQ&pd_rd_wg=ofydo&pd_rd_r=d7f6b347-037e-4e46-b4c5-f2f2aeda2e36&pd_rd_i=B0012NI68M&psc=1","0"
"2679","https://www.amazon.de/Lsaardth-Percussion-Hammer-Neurologischer-Muskeldiagnostik/dp/B08X36PCLY/ref=bmx_dp_5i2zf8no_sccl_3_1/262-4336584-4094515?pd_rd_w=IY8Mh&content-id=amzn1.sym.f659f91d-d97b-4ad7-8b13-dcf97e84ea29&pf_rd_p=f659f91d-d97b-4ad7-8b13-dcf97e84ea29&pf_rd_r=JFNHSMG4YZTCMN7MK6DQ&pd_rd_wg=ofydo&pd_rd_r=d7f6b347-037e-4e46-b4c5-f2f2aeda2e36&pd_rd_i=B08X36PCLY&psc=1","0"
